key,Sentence,checked
220,"ఇక తెలుగులో టాప్‌ కామెడియన్స్‌గా కొనసాగుతున్న వెన్నెల కిశోర్‌, శ్రీనివాస్‌ రెడ్డిలతో పాటు తిరిగి కామెడీ పాత్రలు చేస్తున్న సునీల్‌లు కొంత మేరకు నవ్వించే ప్రయత్నం చేశారు.
",0
221,"సత్య, రఘుబాబు, గిరి, అభిమన్యు సింగ్‌, జయప్రకాష్‌ రెడ్డి అందరూ తమ పాత్రలకు పూర్తి న్యాయం చేశారు.
",0
222,"ప్లస్‌ పాయింట్స్‌ - రవితేజ నట, ప్రొడక్షన్‌ వాల్యూస్‌.
",0
223,"మైనస్‌ పాయింట్స్‌ - పాత క ఫోర్స్‌డ్‌ కామెడ, స్క్రీన్‌ ప్లే.
",0
224,"చాలా రోజులుగా సరైన సక్సెస్‌ లేక ఇబ్బందుల్లో ఉన్న దర్శకుడు శ్రీను వైట్ల ఓ భారీ సినిమాతో ప్రేక్షకుల ముందుకు రావటంతో ఈ సినిమాపై అంచనాలు కూడా అదే స్థాయిలో ఏర్పాడ్డాయి.
",0
225,"అయితే ఆ అంచనాలు శ్రీను వైట్ల ఏ మాత్రం అందుకోలేకపోయాడు.
",0
226,"ఓ మామూలు రివేంజ్‌ డ్రామా కథకు న్యూయార్క్‌ బ్యాక్‌ డ్రాప్‌ తీసుకొని దర్శకుడు తయారు చేసుకున్న కథనం ఆసక్తికరంగా అనిపించదు.
",0
227,"అక్కడక్కడా కామెడీ పరవాలేదనిపించినా పూర్తిస్థాయిలో ఆకట్టుకునేలా లేదు.
",0
228,"తెర నిండా కమెడియన్లు కనిపిస్తున్నా చాలా సన్నివేశంలో కామెడీ కావాలని ఇరికించారన్న భావన కలుగుతుంది.
",0
229,"తమన్‌ అందించిన పాటలు పరవాలేదనిపించినా నేపథ్య సంగీతం బాగుంది.
",0
230,"సినిమాకు మేజర్ ప్లస్‌ పాయింట్‌ సినిమాటోగ్రఫి.
",0
231,"ప్రతీ ఫ్రేమ్‌ కలర్‌ఫుల్‌గా, అందంగా, లావిష్‌గా కనిపిస్తుంది.
",0
232,"ఎడిటింగ్‌ సినిమా స్థాయికి తగ్గట్టుగా ఉంది.
",0
233,"నిర్మాతలు ఖర్చుకు వెనకాడుకుండా సినిమాను రిచ్‌గా తెరకెక్కించారు.
",0
234,"వరుస ఫ్లాప్‌లతో ఇబ్బందుల్లో ఉన్న యంగ్ హీరో అల్లరి నరేష్‌, హీరోగా ఆశించిన స్థాయిలో ఆకట్టుకోలేక తిరిగి కమెడియన్‌గా టర్న్‌ అయిన సునీల్ ప్రధాన పాత్రల్లో తెరకెక్కిన కామెడీ ఎంటర్‌టైనర్‌ సిల్లీ ఫెలోస్‌.
",0
235,"రీమేక్‌ చిత్రాల స్పెషలిస్ట్ భీమినేని శ్రీనివాస రావు మరోసారి తమిళరీమేక్‌తో ప్రేక్షకులను ఆకట్టుకునే ప్రయత్నం చేశారు.
",0
236,"ఎంటర్‌టైన్మెంట్‌ గ్యారెంటీ అంటూ చిత్రయూనిట్ చాలా కాన్ఫిడెంట్‌గా చెప్పటంతో సినిమా మీద హైప్‌ క్రియేట్‌ అయ్యింది.
",0
237,"అల్లరి నరేష్‌, సునీల్ ల కెరీర్‌కు ఎంతో కీలకమైన సిల్లీ ఫెలోస్‌ ప్రేక్షకులను ఆకట్టుకుందా.
",0
238,"? అల్లరి నరేష్‌కు ఆశించిన విజయం దక్కిందా.
",0
239,"? తిరిగి కామెడీ టర్న్‌ తీసుకున్న సునీల్‌ ఆకట్టుకున్నాడా.
",0
240,"వీరబాబు (అల్లరి నరేష్‌), సూరి బాబు (సునీల్‌) సత్యనారాయణపురం ఎమ్మెల్యే జాకెట్ జానకీ రాం(జయప్రకాష్ రెడ్డి) అనుచరులు.
",0
241,"జాకెట్ ఇమేజ్‌ కాపాడటం కోసం వీరబాబు ఎలాంటి మోసం చేయడానికైనా రెడీ అవుతాడు.
",0
242,"అలా ఓ కార్యక్రమంలో జాకెట్‌ పరువు కాపాడటం కోసం సూరిబాబు, రికార్డింగ్‌ డ్యాన్సులు చేసే పుష్ప(బిగ్‌బాస్‌ ఫేం నందిని)లకి పెళ్లి చేస్తాడు.
",0
243,"అప్పటికే సూరిబాబుకు కృష్ణవేణి (పూర్ణ)తో పెళ్లి కుదరటంతో పుష్పను వదిలించుకునేందుకు ఎమ్మెల్యే జాకెట్‌ను ఆశ్రయించాలనుకుంటాడు.
",0
244,"అదే సమయంలో తను ప్రేమించిన వాసంతి (చిత్ర శుక్ల)  ఉద్యోగం కోసం వీరబాబు.
",0
245,"జాకెట్‌కు పది లక్షల రూపాయలు ఇస్తాడు.
",0
246,"ఈ రెండు సమస్యలు పరిష్కరించాల్సిన జాకెట్‌, మినిస్టర్‌ గోవర్థన్ ను పరామర్శించడానికి హాస్పిటల్‌కు వెళ్లి తిరిగి వచ్చే దారిలో ప్రమాదానికి గురై గతం మర్చిపోతాడు.
",0
247,"మినిస్టర్ చనిపోతూ 500 కోట్లకు సంబంధించిన రహాస్యాన్ని జాకెట్‌కు చెప్పటంతో భూతం(పోసాని కృష్ణమురళి) ఆ డబ్బు కోసం జాకెట్ వెంటపడతాడు.
",0
